name,registeredUsers,appOpens,year,quarter,state
mainpuri district,176651,2844338,2020,3,uttar-pradesh
kanpur dehat district,131597,2432061,2020,3,uttar-pradesh
jaunpur district,470090,9596375,2020,3,uttar-pradesh
kaushambi district,89293,1463592,2020,3,uttar-pradesh
hapur district,207549,4271913,2020,3,uttar-pradesh
hamirpur district,92148,1593325,2020,3,uttar-pradesh
meerut district,624570,11216890,2020,3,uttar-pradesh
mathura district,450042,8334713,2020,3,uttar-pradesh
chitrakoot district,63813,1107947,2020,3,uttar-pradesh
lalitpur district,109905,1984885,2020,3,uttar-pradesh
mau district,211980,3522195,2020,3,uttar-pradesh
mirzapur district,229009,3873254,2020,3,uttar-pradesh
bulandshahr district,382144,7705483,2020,3,uttar-pradesh
gonda district,216590,4297700,2020,3,uttar-pradesh
jhansi district,340517,6542964,2020,3,uttar-pradesh
chandauli district,218583,3801210,2020,3,uttar-pradesh
bhadohi district,165497,3136062,2020,3,uttar-pradesh
pratapgarh district,265530,5036714,2020,3,uttar-pradesh
saharanpur district,419510,7614353,2020,3,uttar-pradesh
bara banki district,208489,3294064,2020,3,uttar-pradesh
bareilly district,558821,8528332,2020,3,uttar-pradesh
sitapur district,281113,3262320,2020,3,uttar-pradesh
sultanpur district,218977,3965223,2020,3,uttar-pradesh
agra district,822893,13709198,2020,3,uttar-pradesh
fatehpur district,161230,2433963,2020,3,uttar-pradesh
rae bareli district,190989,3062998,2020,3,uttar-pradesh
firozabad district,291115,4535491,2020,3,uttar-pradesh
kheri district,309435,3878339,2020,3,uttar-pradesh
gorakhpur district,661272,12200156,2020,3,uttar-pradesh
unnao district,210513,3242170,2020,3,uttar-pradesh
prayagraj district,974228,15657722,2020,3,uttar-pradesh
sonbhadra district,198688,4177900,2020,3,uttar-pradesh
ghazipur district,373352,6975372,2020,3,uttar-pradesh
farrukhabad district,165207,2675642,2020,3,uttar-pradesh
kannauj district,141507,2084687,2020,3,uttar-pradesh
azamgarh district,421262,7386152,2020,3,uttar-pradesh
ayodhya district,271190,4519954,2020,3,uttar-pradesh
deoria district,355557,7457098,2020,3,uttar-pradesh
ghaziabad district,1518450,32676386,2020,3,uttar-pradesh
amethi district,193465,3533542,2020,4,uttar-pradesh
siddharthnagar district,196286,4632822,2020,4,uttar-pradesh
auraiya district,149979,2911491,2020,4,uttar-pradesh
sambhal district,158974,2641035,2020,4,uttar-pradesh
kanpur nagar district,1022768,18929689,2020,4,uttar-pradesh
aligarh district,541762,10792014,2020,4,uttar-pradesh
mahoba district,79027,1335011,2020,4,uttar-pradesh
lucknow district,1684510,35210954,2020,4,uttar-pradesh
sant kabeer nagar district,151391,3271655,2020,4,uttar-pradesh
hathras district,181527,3495694,2020,4,uttar-pradesh
budaun district,210856,3306391,2020,4,uttar-pradesh
moradabad district,366253,6381613,2020,4,uttar-pradesh
kushinagar district,403037,9574230,2020,4,uttar-pradesh
baghpat district,191550,4294924,2020,4,uttar-pradesh
shahjahanpur district,243863,3648346,2020,4,uttar-pradesh
muzaffarnagar district,356175,6791215,2020,4,uttar-pradesh
ambedkar nagar district,239981,4170665,2020,4,uttar-pradesh
bahraich district,177840,2864530,2020,4,uttar-pradesh
jalaun district,180793,3330029,2020,4,uttar-pradesh
rampur district,193633,3151278,2020,4,uttar-pradesh
ballia district,381096,8196092,2020,4,uttar-pradesh
shravasti district,45237,753772,2020,4,uttar-pradesh
kasganj district,123544,2036634,2020,4,uttar-pradesh
varanasi district,1003989,17224553,2020,4,uttar-pradesh
gautam buddha nagar district,2030178,63536100,2020,4,uttar-pradesh
basti district,254542,5480133,2020,4,uttar-pradesh
shamli district,149991,2918405,2020,4,uttar-pradesh
maharajganj district,258192,5021689,2020,4,uttar-pradesh
etawah district,197027,3702188,2020,4,uttar-pradesh
etah district,168855,2945969,2020,4,uttar-pradesh
banda district,120914,1876737,2020,4,uttar-pradesh
bijnor district,351089,6245042,2020,4,uttar-pradesh
hardoi district,250349,3793848,2020,4,uttar-pradesh
balrampur district,117269,2330780,2020,4,uttar-pradesh
amroha district,191119,3731099,2020,4,uttar-pradesh
pilibhit district,183285,2616499,2020,4,uttar-pradesh
mainpuri district,195376,3314028,2020,4,uttar-pradesh
kanpur dehat district,146458,2964642,2020,4,uttar-pradesh
jaunpur district,516171,10512253,2020,4,uttar-pradesh
kaushambi district,99316,1654679,2020,4,uttar-pradesh
hapur district,229889,5410399,2020,4,uttar-pradesh
hamirpur district,101258,1763800,2020,4,uttar-pradesh
meerut district,686266,14049785,2020,4,uttar-pradesh
mathura district,498292,10441850,2020,4,uttar-pradesh
chitrakoot district,70900,1303176,2020,4,uttar-pradesh
lalitpur district,121961,2363109,2020,4,uttar-pradesh
mau district,233339,4123315,2020,4,uttar-pradesh
mirzapur district,250009,4345276,2020,4,uttar-pradesh
bulandshahr district,424578,9366205,2020,4,uttar-pradesh
gonda district,241011,4980669,2020,4,uttar-pradesh
jhansi district,372783,8318039,2020,4,uttar-pradesh
chandauli district,239906,4429904,2020,4,uttar-pradesh
bhadohi district,181635,3404779,2020,4,uttar-pradesh
pratapgarh district,292533,5618286,2020,4,uttar-pradesh
saharanpur district,465256,9485293,2020,4,uttar-pradesh
bara banki district,229762,3931291,2020,4,uttar-pradesh
bareilly district,611236,10242914,2020,4,uttar-pradesh
sitapur district,310665,3767672,2020,4,uttar-pradesh
sultanpur district,239344,4471257,2020,4,uttar-pradesh
agra district,900497,17201865,2020,4,uttar-pradesh
fatehpur district,178261,2749812,2020,4,uttar-pradesh
rae bareli district,209697,3506895,2020,4,uttar-pradesh
firozabad district,324392,5453314,2020,4,uttar-pradesh
kheri district,348147,4361683,2020,4,uttar-pradesh
gorakhpur district,722618,15236806,2020,4,uttar-pradesh
unnao district,232426,3840623,2020,4,uttar-pradesh
prayagraj district,1059982,20372785,2020,4,uttar-pradesh
sonbhadra district,217218,5007480,2020,4,uttar-pradesh
ghazipur district,409921,7983241,2020,4,uttar-pradesh
farrukhabad district,182995,3198914,2020,4,uttar-pradesh
kannauj district,156055,2459812,2020,4,uttar-pradesh
azamgarh district,463173,8312356,2020,4,uttar-pradesh
ayodhya district,296721,5369147,2020,4,uttar-pradesh
deoria district,391411,9021020,2020,4,uttar-pradesh
ghaziabad district,1647330,41205756,2020,4,uttar-pradesh
amethi district,209408,3797616,2021,1,uttar-pradesh
siddharthnagar district,213056,5043863,2021,1,uttar-pradesh
auraiya district,162129,3205592,2021,1,uttar-pradesh
sambhal district,173933,3289299,2021,1,uttar-pradesh
kanpur nagar district,1100587,21921245,2021,1,uttar-pradesh
aligarh district,588461,12681750,2021,1,uttar-pradesh
mahoba district,85807,1528269,2021,1,uttar-pradesh
lucknow district,1813076,43670344,2021,1,uttar-pradesh
sant kabeer nagar district,164355,3480061,2021,1,uttar-pradesh
hathras district,197275,3974475,2021,1,uttar-pradesh
budaun district,229929,3934634,2021,1,uttar-pradesh
moradabad district,399160,7973523,2021,1,uttar-pradesh
kushinagar district,437393,10502078,2021,1,uttar-pradesh
baghpat district,207627,5012968,2021,1,uttar-pradesh
shahjahanpur district,265197,4231018,2021,1,uttar-pradesh
muzaffarnagar district,387177,8303720,2021,1,uttar-pradesh
ambedkar nagar district,259324,4376892,2021,1,uttar-pradesh
bahraich district,194163,3507029,2021,1,uttar-pradesh
jalaun district,195777,3709496,2021,1,uttar-pradesh
rampur district,211156,3922735,2021,1,uttar-pradesh
ballia district,412104,8444901,2021,1,uttar-pradesh
shravasti district,49462,912847,2021,1,uttar-pradesh
kasganj district,134535,2391474,2021,1,uttar-pradesh
varanasi district,1079309,19374684,2021,1,uttar-pradesh
gautam buddha nagar district,2181874,77986145,2021,1,uttar-pradesh
basti district,275414,5856483,2021,1,uttar-pradesh
shamli district,163182,3497004,2021,1,uttar-pradesh
maharajganj district,279707,5572104,2021,1,uttar-pradesh
etawah district,213975,4380134,2021,1,uttar-pradesh
etah district,183538,3456357,2021,1,uttar-pradesh
banda district,131226,2164421,2021,1,uttar-pradesh
bijnor district,381195,7407766,2021,1,uttar-pradesh
hardoi district,272411,4193558,2021,1,uttar-pradesh
balrampur district,127631,2667989,2021,1,uttar-pradesh
amroha district,208607,4613416,2021,1,uttar-pradesh
pilibhit district,199023,3097811,2021,1,uttar-pradesh
mainpuri district,212294,3847516,2021,1,uttar-pradesh
kanpur dehat district,159123,3271176,2021,1,uttar-pradesh
jaunpur district,558808,10355919,2021,1,uttar-pradesh
kaushambi district,107994,1859694,2021,1,uttar-pradesh
hapur district,249914,6658932,2021,1,uttar-pradesh
hamirpur district,109551,1961142,2021,1,uttar-pradesh
meerut district,741901,16769292,2021,1,uttar-pradesh
mathura district,541676,13042102,2021,1,uttar-pradesh
chitrakoot district,76935,1446130,2021,1,uttar-pradesh
lalitpur district,132483,2886753,2021,1,uttar-pradesh
mau district,252570,4270719,2021,1,uttar-pradesh
mirzapur district,269927,4778747,2021,1,uttar-pradesh
bulandshahr district,461596,11278900,2021,1,uttar-pradesh
gonda district,261669,5605556,2021,1,uttar-pradesh
jhansi district,402240,9769874,2021,1,uttar-pradesh
chandauli district,259262,4759999,2021,1,uttar-pradesh
bhadohi district,196533,3395245,2021,1,uttar-pradesh
pratapgarh district,316627,5871740,2021,1,uttar-pradesh
saharanpur district,505178,11541497,2021,1,uttar-pradesh
bara banki district,249182,4543982,2021,1,uttar-pradesh
bareilly district,662143,12240686,2021,1,uttar-pradesh
sitapur district,338854,4481686,2021,1,uttar-pradesh
sultanpur district,258614,4674936,2021,1,uttar-pradesh
agra district,974389,20226003,2021,1,uttar-pradesh
fatehpur district,193171,3064288,2021,1,uttar-pradesh
rae bareli district,226301,3836529,2021,1,uttar-pradesh
firozabad district,353729,6411184,2021,1,uttar-pradesh
kheri district,380108,4949153,2021,1,uttar-pradesh
gorakhpur district,780306,16582486,2021,1,uttar-pradesh
unnao district,251530,4064340,2021,1,uttar-pradesh
prayagraj district,1143612,25056524,2021,1,uttar-pradesh
sonbhadra district,234618,5684193,2021,1,uttar-pradesh
ghazipur district,443311,8162326,2021,1,uttar-pradesh
farrukhabad district,198513,3663937,2021,1,uttar-pradesh
kannauj district,169332,2859076,2021,1,uttar-pradesh
azamgarh district,501473,8619959,2021,1,uttar-pradesh
ayodhya district,320746,5978927,2021,1,uttar-pradesh
deoria district,424347,9305742,2021,1,uttar-pradesh
ghaziabad district,1773332,47857733,2021,1,uttar-pradesh
amethi district,226201,6879206,2021,2,uttar-pradesh
siddharthnagar district,229685,10226449,2021,2,uttar-pradesh
auraiya district,174601,4883091,2021,2,uttar-pradesh
sambhal district,187852,4498363,2021,2,uttar-pradesh
kanpur nagar district,1176708,16930729,2021,2,uttar-pradesh
aligarh district,631792,12930339,2021,2,uttar-pradesh
mahoba district,92930,4086641,2021,2,uttar-pradesh
lucknow district,1937173,24705951,2021,2,uttar-pradesh
sant kabeer nagar district,177099,4437809,2021,2,uttar-pradesh
hathras district,212672,4573599,2021,2,uttar-pradesh
budaun district,248263,7162914,2021,2,uttar-pradesh
moradabad district,428908,7369764,2021,2,uttar-pradesh
kushinagar district,470229,11818027,2021,2,uttar-pradesh
baghpat district,222933,5086018,2021,2,uttar-pradesh
shahjahanpur district,286698,7532278,2021,2,uttar-pradesh
muzaffarnagar district,415595,8851357,2021,2,uttar-pradesh
ambedkar nagar district,279018,5561355,2021,2,uttar-pradesh
bahraich district,209657,7655689,2021,2,uttar-pradesh
jalaun district,211288,8295744,2021,2,uttar-pradesh
rampur district,227310,5032841,2021,2,uttar-pradesh
ballia district,442509,9636727,2021,2,uttar-pradesh
shravasti district,53629,2659985,2021,2,uttar-pradesh
kasganj district,145326,3605119,2021,2,uttar-pradesh
varanasi district,1154661,12765198,2021,2,uttar-pradesh
gautam buddha nagar district,2329954,43661492,2021,2,uttar-pradesh
basti district,296308,7659697,2021,2,uttar-pradesh
shamli district,175652,3959166,2021,2,uttar-pradesh
maharajganj district,301659,7372723,2021,2,uttar-pradesh
etawah district,230384,6030185,2021,2,uttar-pradesh
etah district,197793,5071736,2021,2,uttar-pradesh
banda district,141975,6108375,2021,2,uttar-pradesh
bijnor district,409603,10029061,2021,2,uttar-pradesh
hardoi district,294712,9801471,2021,2,uttar-pradesh
balrampur district,137921,6333564,2021,2,uttar-pradesh
amroha district,224885,5494608,2021,2,uttar-pradesh
pilibhit district,214517,4943692,2021,2,uttar-pradesh
mainpuri district,228922,6055383,2021,2,uttar-pradesh
kanpur dehat district,172133,6549291,2021,2,uttar-pradesh
jaunpur district,600794,11888060,2021,2,uttar-pradesh
kaushambi district,116606,3186728,2021,2,uttar-pradesh
hapur district,268188,5684275,2021,2,uttar-pradesh
hamirpur district,118257,4805630,2021,2,uttar-pradesh
meerut district,794314,13475900,2021,2,uttar-pradesh
mathura district,582001,12381150,2021,2,uttar-pradesh
chitrakoot district,83116,4440540,2021,2,uttar-pradesh
lalitpur district,142831,6864129,2021,2,uttar-pradesh
mau district,271232,4803900,2021,2,uttar-pradesh
mirzapur district,290357,8046766,2021,2,uttar-pradesh
bulandshahr district,496067,12104966,2021,2,uttar-pradesh
gonda district,281740,9800069,2021,2,uttar-pradesh
jhansi district,431055,11420469,2021,2,uttar-pradesh
chandauli district,278397,5433024,2021,2,uttar-pradesh
bhadohi district,211236,3495393,2021,2,uttar-pradesh
pratapgarh district,341118,8581043,2021,2,uttar-pradesh
saharanpur district,542340,12209126,2021,2,uttar-pradesh
bara banki district,268880,6420366,2021,2,uttar-pradesh
bareilly district,710778,11874626,2021,2,uttar-pradesh
sitapur district,366017,8689425,2021,2,uttar-pradesh
sultanpur district,278126,6392641,2021,2,uttar-pradesh
agra district,1044788,17308775,2021,2,uttar-pradesh
fatehpur district,208520,6732727,2021,2,uttar-pradesh
rae bareli district,243531,6339664,2021,2,uttar-pradesh
firozabad district,380885,7080319,2021,2,uttar-pradesh
kheri district,410053,9353171,2021,2,uttar-pradesh
gorakhpur district,835887,15232883,2021,2,uttar-pradesh
unnao district,271165,7660427,2021,2,uttar-pradesh
prayagraj district,1225800,19820485,2021,2,uttar-pradesh
sonbhadra district,252013,10775729,2021,2,uttar-pradesh
ghazipur district,476105,9031373,2021,2,uttar-pradesh
farrukhabad district,213759,4862316,2021,2,uttar-pradesh
kannauj district,182579,4509174,2021,2,uttar-pradesh
azamgarh district,538771,10182944,2021,2,uttar-pradesh
ayodhya district,344791,6610650,2021,2,uttar-pradesh
deoria district,455328,9609305,2021,2,uttar-pradesh
ghaziabad district,1895314,30235059,2021,2,uttar-pradesh
amethi district,245887,6905900,2021,3,uttar-pradesh
siddharthnagar district,249111,11183058,2021,3,uttar-pradesh
auraiya district,189321,5320993,2021,3,uttar-pradesh
sambhal district,203883,5614377,2021,3,uttar-pradesh
kanpur nagar district,1263050,21015827,2021,3,uttar-pradesh
aligarh district,681857,15510684,2021,3,uttar-pradesh
mahoba district,101383,4903489,2021,3,uttar-pradesh
lucknow district,2076033,36855345,2021,3,uttar-pradesh
sant kabeer nagar district,191948,4523934,2021,3,uttar-pradesh
hathras district,230320,5324600,2021,3,uttar-pradesh
budaun district,269703,8540101,2021,3,uttar-pradesh
moradabad district,462980,9348367,2021,3,uttar-pradesh
kushinagar district,508938,12748095,2021,3,uttar-pradesh
baghpat district,240441,5974261,2021,3,uttar-pradesh
shahjahanpur district,311858,8695760,2021,3,uttar-pradesh
muzaffarnagar district,448096,10778049,2021,3,uttar-pradesh
ambedkar nagar district,302263,5779645,2021,3,uttar-pradesh
bahraich district,227941,9175141,2021,3,uttar-pradesh
jalaun district,229155,9250768,2021,3,uttar-pradesh
rampur district,246230,6259927,2021,3,uttar-pradesh
ballia district,478324,10195059,2021,3,uttar-pradesh
shravasti district,58737,3093685,2021,3,uttar-pradesh
kasganj district,158052,4070828,2021,3,uttar-pradesh
varanasi district,1239725,16646427,2021,3,uttar-pradesh
gautam buddha nagar district,2496114,59498265,2021,3,uttar-pradesh
basti district,320806,8006486,2021,3,uttar-pradesh
shamli district,189790,4953024,2021,3,uttar-pradesh
maharajganj district,327438,8011647,2021,3,uttar-pradesh
etawah district,249385,6874524,2021,3,uttar-pradesh
etah district,214709,5804468,2021,3,uttar-pradesh
banda district,154581,6510003,2021,3,uttar-pradesh
bijnor district,442548,11881536,2021,3,uttar-pradesh
hardoi district,320513,10250565,2021,3,uttar-pradesh
balrampur district,149985,6914313,2021,3,uttar-pradesh
amroha district,243686,6888875,2021,3,uttar-pradesh
pilibhit district,232754,5804732,2021,3,uttar-pradesh
mainpuri district,248343,6809626,2021,3,uttar-pradesh
kanpur dehat district,187084,7063852,2021,3,uttar-pradesh
jaunpur district,650143,11804378,2021,3,uttar-pradesh
kaushambi district,126637,3417066,2021,3,uttar-pradesh
hapur district,288709,7010219,2021,3,uttar-pradesh
hamirpur district,128958,5101770,2021,3,uttar-pradesh
meerut district,853246,16882676,2021,3,uttar-pradesh
mathura district,628528,16338028,2021,3,uttar-pradesh
chitrakoot district,90553,5012442,2021,3,uttar-pradesh
lalitpur district,155272,9660592,2021,3,uttar-pradesh
mau district,292936,5134182,2021,3,uttar-pradesh
mirzapur district,314144,9607253,2021,3,uttar-pradesh
bulandshahr district,535699,13891421,2021,3,uttar-pradesh
gonda district,305366,10059982,2021,3,uttar-pradesh
jhansi district,464351,14635892,2021,3,uttar-pradesh
chandauli district,300595,6385377,2021,3,uttar-pradesh
bhadohi district,228222,3509928,2021,3,uttar-pradesh
pratapgarh district,369954,8547127,2021,3,uttar-pradesh
saharanpur district,584344,15615472,2021,3,uttar-pradesh
bara banki district,291376,7899459,2021,3,uttar-pradesh
bareilly district,766809,14710344,2021,3,uttar-pradesh
sitapur district,397389,10389341,2021,3,uttar-pradesh
sultanpur district,301325,6580185,2021,3,uttar-pradesh
agra district,1124720,22075229,2021,3,uttar-pradesh
fatehpur district,226873,6986051,2021,3,uttar-pradesh
rae bareli district,263613,7082526,2021,3,uttar-pradesh
firozabad district,412441,8589707,2021,3,uttar-pradesh
kheri district,446308,11738602,2021,3,uttar-pradesh
